domain,domain_length,family,tld,num_ratio,3-gram_check,4-gram_check,5-gram_check,6-gram_check,char_check,dist_mean,dist_median,dist_std,dist_max
gm4m46sekice.net,16,qadars,net,0.125,1,0,0,0,0.0,17.526764064633127,15.0,6.389719307217216,57.0
ikinhehaah.ddns.net,19,symmi,ddns.net,0.0,1,0,0,0,0.0,18.68565723251217,17.0,5.9857494291719675,57.0
jnkkgx.net,10,proslikefan,net,0.0,0,0,0,0,0.0,16.550970923243067,15.0,7.87750292231393,58.0
kezulax.info,12,simda,info,0.0,2,0,0,0,0.0,16.593964586262405,15.0,7.380387969848216,56.0
hvhllospeynoyt.net,18,murofet,net,0.0,2,0,0,0,0.0,18.349675000509404,16.0,6.323002580201593,57.0
yynicmksrk.com,14,fobber,com,0.0,0,0,0,0,0.0,16.561729527069712,14.0,7.270988378095374,58.0
podaulahguunre.ddns.net,23,symmi,ddns.net,0.0,3,1,0,0,0.0,21.02773193145465,20.0,5.054651312888902,57.0
x9aciv35790t35ud.cn,19,chinad,cn,0.15789473684210525,0,0,0,0,0.0,19.632760763697863,18.0,5.029540754683754,56.0
8khtfs5pikdu7d7jjg.com,22,rovnix,com,0.18181818181818185,1,0,0,0,0.0,20.49240988650488,19.0,4.995646533053922,58.0
lppfjpelhtlmhdhi.info,21,sutra,info,0.0,0,0,0,0,0.0,20.252338162479372,19.0,5.3750355056968235,54.0
yaanuacaz.info,14,pitou,info,0.0,0,0,0,0,0.0,16.957230474560383,15.0,6.974318051997397,55.0
zupnhenpqfsmxfrs.info,21,murofet,info,0.0,1,0,0,0,0.0,20.14642296798908,19.0,5.436497196139414,54.0
dlcecknaefcfdbda.eu,19,padcrypt,eu,0.0,1,0,0,0,0.0,19.073700511441206,17.0,5.234127263948881,58.0
imc4uetjybt9.net,16,urlzone,net,0.125,0,0,0,0,0.0,17.454123112659698,15.0,6.438375942616832,57.0
eqruehuf.ddns.net,17,symmi,ddns.net,0.0,1,0,0,0,0.0,17.682804572406628,16.0,6.404185789206494,57.0
vhzfkfhzjdbnywnatb.com,22,dircrypt,com,0.0,1,0,0,0,0.0,20.239888338733014,19.0,5.1132715138138085,58.0
paleiakan.info,14,pitou,info,0.0,5,1,0,0,0.0,16.771379668683903,15.0,7.007490025231832,55.0
9d6d2569234a1360cfcb759c3217fa43.com,36,tinynuke,com,0.19444444444444445,0,0,0,0,0.0,32.237341320781624,32.0,2.311538776379132,56.0
rc16zwdqrs92.com,16,qadars,com,0.125,0,0,0,0,0.0,17.312794180573384,15.0,6.383330541762852,58.0
lmdcbyzcre.org,14,pushdotid,org,0.0,0,0,0,0,0.0,16.932025184913506,15.0,6.723485545910914,58.0
wwaeeaawkqacwqym.org,20,ramdo,org,0.0,1,0,0,0,0.0,19.526091651893964,18.0,5.400731392781166,58.0
ooixeiubjeulnw86.com,20,bedep,com,0.05,0,0,0,0,0.0,18.958636428469546,18.0,5.624218788995672,58.0
upylthkllwdcnryx.ru,19,blackhole,ru,0.0,0,0,0,0,0.0,19.453124681622764,18.0,5.672594088101233,58.0
thoughstorm.net,15,suppobox,net,0.0,3,2,2,1,0.0,17.090082930904494,15.0,7.128492373875327,57.0
ptmr6765.in,11,qhost,in,0.09090909090909093,0,0,0,0,0.0,16.860627177700348,15.0,7.22123791304551,58.0
zqudyhtexinzpncpv.net,21,fobber,net,0.0,0,0,0,0,0.0,19.957474988283717,18.0,5.435980768565644,57.0
ncuqmpsnhkhkgtgo.info,21,murofet,info,0.0,0,0,0,0,0.0,20.2934775964301,19.0,5.5161941256457565,54.0
tixpapxo.dyndns.org,19,vidro,dyndns.org,0.0,1,0,0,0,0.0,18.863663223098396,17.0,5.918846209873426,58.0
inbqooqnreljlt.biz,18,murofet,biz,0.0,1,0,0,0,0.0,18.796686839048842,17.0,6.02441804574915,58.0
qkyyigscuowaumqi.org,20,ramdo,org,0.0,1,0,0,0,0.0,19.52802738553701,18.0,5.624806891806898,58.0
cvgpebclotxoyo.in,17,ranbyus,in,0.0,1,1,0,0,0.0,18.225034130040548,16.0,5.997708427328751,56.0
jtkrp42e11m19nuashzg23k57e51oslvhyizm59.com,43,murofetweekly,com,0.16279069767441862,1,0,0,0,0.0,37.319436803390595,38.0,1.9656205892660623,58.0
jhhnxfonv.net,13,torpig,net,0.0,0,0,0,0,0.0,16.6763045825947,15.0,7.4128481271860345,57.0
hyvmrkxwtk.net,14,pushdotid,net,0.0,0,0,0,0,0.0,16.951993805652346,15.0,7.310962810958909,57.0
nz52k367qqzbzqbrmv.ru,21,rovnix,ru,0.09523809523809523,0,0,0,0,0.0,21.23536483485136,20.0,4.72595281163955,58.0
moyeic.com,10,virut,com,0.0,1,0,0,0,0.0,15.873504900462539,14.0,7.731309205640006,58.0
pqfwpup.eu,10,shifu,eu,0.0,1,0,0,0,0.0,16.68461804918801,15.0,7.714581206196763,58.0
qduitvzwc.net,13,vidrotid,net,0.0,0,1,0,0,0.0,16.595309411740732,15.0,7.272528439570577,57.0
cvriipd.org,11,proslikefan,org,0.0,0,0,0,0,0.0,16.620310939951505,15.0,7.374395670819624,58.0
ekbabbadabocafne.com,20,padcrypt,com,0.0,3,0,0,0,0.0,18.696619597774927,17.0,5.375856044308672,58.0
bdfanembmncdcmab.com,20,padcrypt,com,0.0,1,0,0,0,0.0,18.756138313262827,18.0,5.35180055315557,58.0
1w88tcq1axl5wz13qboxr3f372j.com,31,gameover,com,0.2258064516129032,1,0,0,0,0.0,27.28966725757483,27.0,2.902679088951155,58.0
bgrfwlfyyoaqrghuasbxwmqldfpysbaazcoehmwe.pro,44,makloader,pro,0.0,2,0,0,0,0.0,37.92974305682907,38.0,1.7360916050274584,57.0
mhmngr6usp1gu7r2hi.biz,22,rovnix,biz,0.18181818181818185,0,0,0,0,0.0,21.21892128695723,20.0,4.850264047161054,58.0
2radig8c8v5n2f3t.com,20,chinad,com,0.3,2,0,0,0,0.0,19.062106485726513,18.0,5.2866921234459605,58.0
eecvnkdhwkwoikhpqlafdnytkxowkrlqiugtntly.pro,44,makloader,pro,0.0,1,0,0,0,0.0,38.325386637325025,38.0,1.8221235122313064,57.0
kkrvidablyhoosieraw.com,23,banjori,com,0.0,4,2,1,0,0.0,20.703445605884628,20.0,4.999930611931908,58.0
qvlvvdblxrmbffqm6l.com,22,bedep,com,0.045454545454545456,0,0,0,0,0.0,20.487091713022394,19.0,5.0756464279456965,58.0
xx9ae0d80f.tm,13,xxhex,tm,0.2307692307692308,0,0,0,0,0.0,16.985084662876705,15.0,6.788304648277003,56.0
jhcurilfdtbw.info,17,locky,info,0.0,1,0,0,0,0.0,17.966542372190638,16.0,6.2451302449446935,55.0
allowclientofficeragent.me,26,gozi,me,0.0,9,6,2,2,0.0,23.51093180104733,23.0,3.9790781219379916,58.0
1knl3qs1xg11ae1v1w1sh1qcxppq.biz,32,gameover,biz,0.25,0,0,0,0,0.0,28.88450801801251,29.0,2.5544178920249827,58.0
ptcfpmoug.ru,12,necurs,ru,0.0,1,0,0,0,0.0,16.726165006010962,15.0,7.2238845744186255,58.0
irrihfgwwtzwipoi.mynumber.org,29,sutra,org,0.0,1,0,0,0,0.0,25.701224606231023,25.0,3.654549919334103,58.0
sik2g2gagqgm.org,16,qadars,org,0.125,1,0,0,0,0.0,17.938199156427654,15.0,6.438289857616877,58.0
snomvstx.net,12,dmsniff,net,0.0,0,0,0,0,0.0,16.469690486378546,14.0,7.659699957273707,57.0
pypcilu.jp,10,necurs,jp,0.0,0,0,0,0,0.0,16.866373250198667,15.0,7.5999087282536255,58.0
armesnmepn.com,14,mydoom,com,0.0,1,0,0,0,0.0,16.238563889398293,14.0,7.13427006759119,58.0
boeflashplayergetad.net,23,volatilecedar,net,0.0,9,3,2,1,0.0,20.8809829451678,20.0,4.8547569829576425,57.0
zribazttilxw.net,16,oderoor,net,0.0,3,0,0,0,0.0,17.522912973490634,15.0,6.654074177649113,57.0
yizjbyplaywobb.com,18,banjori,com,0.0,2,1,0,1,0.0,18.005623815636653,16.0,6.168538645088535,58.0
iwijpaoaf.net,13,pitou,net,0.0,1,0,0,0,0.0,16.437781445483626,14.0,7.270684341626199,57.0
vqjghelyqwtfsuno.ru,19,feodo,ru,0.0,1,0,0,0,0.0,19.19972695967561,17.0,5.74730439343463,58.0
pjrwrczvxq.in,13,nymaim,in,0.0,0,0,0,0,0.0,17.107178515394178,15.0,7.12389375798274,57.0
kakfaodoefffffon.com,20,padcrypt,com,0.0,1,0,0,0,0.0,19.02844509648104,18.0,5.537187999914626,58.0
dacbbnbkoooodebb.info,21,padcrypt,info,0.0,3,0,0,0,0.0,20.183263035637875,19.0,5.109518102878922,54.0
agkwggku.com,12,pykspa,com,0.0,0,0,0,0,0.0,16.27481304888237,14.0,7.60997105078554,58.0
feelingdeposit.com,18,matsnu,com,0.0,5,3,1,0,0.0,17.737657151007603,16.0,6.131607628358898,58.0
aotlnoujut1gqnv.net,19,urlzone,net,0.05263157894736842,1,0,0,0,0.0,18.854167940175646,17.0,5.960049981075868,57.0
trdjplnoc.net,13,conficker,net,0.0,0,0,0,0,0.0,16.507243719053733,14.0,7.266938323136147,57.0
wuzzagomi.kz,12,pushdo,kz,0.0,2,0,0,0,0.0,16.904435886464125,15.0,7.352180930644798,58.0
vxypgnfoeupkvr.pw,17,ranbyus,pw,0.0,1,0,0,0,0.0,18.611284308331804,16.0,6.128882222814255,58.0
dl9m13fvk1cc5j3w.biz,20,chinad,biz,0.25,0,0,0,0,0.0,20.1110907349675,19.0,4.955890555326347,58.0
tykisnb.eu,10,shifu,eu,0.0,0,0,0,0,0.0,16.478880127147136,14.0,7.669495567745413,58.0
k57b18l48j16c59l48c39bufsb38pth54lxnrc19ew.biz,46,murofetweekly,biz,0.21739130434782608,0,0,0,0,0.0,41.29241803696232,41.0,1.7843339598181989,58.0
knkvqdsrwz.org,14,pushdotid,org,0.0,0,0,0,0,0.0,17.194755180634512,15.0,7.0374979976079635,58.0
lueuxoxvbeq.com,15,pykspa,com,0.0,1,0,0,0,0.0,16.764390651425312,14.0,6.886157058993762,58.0
ipgjglqhyh.ru,13,pushdotid,ru,0.0,0,0,0,0,0.0,17.169957413859848,15.0,7.2600297615178935,58.0
ovkzrseswhnvqtqq.biz,20,murofet,biz,0.0,0,0,0,0,0.0,19.90812396845773,18.0,5.633154526948802,58.0
tcbvcpvqvwwisgvljirpieqbodskzejdghiifkkj.pro,44,makloader,pro,0.0,3,0,0,0,0.0,38.61674511481957,39.0,1.7165605073040608,57.0
wkrutyeoya.net,14,pykspa2s,net,0.0,3,0,0,0,0.0,16.64327485380117,14.0,7.101946487893254,57.0
mxhscqfczik.info,16,pykspa,info,0.0,0,0,0,0,0.0,17.714774741732377,15.0,6.569061408561008,55.0
xxd383603c.ac,13,xxhex,ac,0.07692307692307693,0,0,0,0,0.0,17.506917700755956,16.0,6.739755119862535,57.0
iogliaedu.com,13,conficker,com,0.0,0,1,0,0,0.0,15.995904395134176,14.0,7.264438823159617,58.0
9pk992yzrm.com,14,urlzone,com,0.14285714285714285,0,0,0,0,0.0,16.895755649285814,15.0,7.062028954387362,58.0
gvmirt.com,10,virut,com,0.0,1,0,0,0,0.0,16.08103592314119,14.0,7.913024535122781,58.0
kejojid.info,12,simda,info,0.0,0,0,0,0,0.0,16.647696476964768,15.0,7.383742729639845,56.0
433dd990dcc1c1cc73225ed9c1409565.win,36,wd,win,0.19444444444444445,0,0,0,0,0.0,33.39727367198484,34.0,1.9064932909345464,56.0
b4f56fb871c60f5fec296d7b841571ad.co.cc,38,bamital,cc,0.21052631578947367,0,0,0,0,0.0,34.077123703567864,34.0,2.055782746485973,57.0
4baf7a4e7ca5228e5c05c6d236af88d5.com,36,tinynuke,com,0.3055555555555556,0,0,0,0,0.0,31.846160115736488,32.0,2.3621179495945066,57.0
hneop.info,10,conficker,info,0.0,1,0,0,0,0.0,16.468610550767163,15.0,7.651609558248477,55.0
guaranteelicking.com,20,matsnu,com,0.0,7,6,1,0,0.0,18.739898526804822,17.0,5.708890053217707,58.0
qlskzlyif.info,14,pykspa,info,0.0,0,0,0,0,0.0,17.16834769851458,15.0,7.127884020375787,56.0
ynzs7shj71d7vdd17n.com,22,rovnix,com,0.18181818181818185,0,0,0,0,0.0,20.654379852069198,20.0,4.892752293247018,58.0
xx1b01f29c.la,13,xxhex,la,0.2307692307692308,0,0,0,0,0.0,17.46121401063635,16.0,6.712348039609434,57.0
drzfbnziphmtoseqa.net,21,fobber,net,0.0,2,0,0,0,0.0,19.832956374676527,18.0,5.30245948812278,57.0
eci4is6s6geo.org,16,qadars,org,0.1875,1,0,0,0,0.0,17.807017543859647,15.0,6.204336428001004,58.0
knwfot7nyxgb7dehixm.com,23,corebot,com,0.08695652173913042,1,0,0,0,0.0,20.869022148868105,20.0,4.8472092142068846,58.0
fdtyjawnsjhoynrfb.cc,20,ranbyus,cc,0.0,3,0,0,0,0.0,19.656132200419744,18.0,5.283681410299893,58.0
gihillefu.com,13,vawtrak,com,0.0,2,1,0,0,0.0,16.26083501436518,14.0,7.337966372820772,58.0
fxafuwtfhxckyb.com,18,ramnit,com,0.0,0,0,0,0,0.0,17.917884141247423,16.0,6.033559853709372,58.0
isfwhaajhhyyargaa.com,21,bedep,com,0.0,2,0,0,0,0.0,19.73993927909204,19.0,5.431176107835145,58.0
f3facc349adce8fc5d3e0ce6cf10f837.win,36,wd,win,0.25,0,0,0,0,0.0,32.60718870346598,33.0,2.0280220857457416,55.0
bfboefenyh.com,14,fobber,com,0.0,1,0,0,0,0.0,16.336287874156938,14.0,6.942126985806247,58.0
qrsbyfmrev.net,14,pushdotid,net,0.0,1,0,0,0,0.0,16.70982333883489,15.0,7.019143208867573,57.0
tatkexgycvomhiqo.eu,19,emotet,eu,0.0,2,0,0,0,0.0,19.116531165311653,17.0,5.756572217138768,58.0
llzrprylhz.com,14,hesperbot,com,0.0,1,0,0,0,0.0,16.768751146158078,15.0,7.3564682315795435,58.0
sgcu8732zv3g1odld49186yfdd.net,30,gameover,net,0.13333333333333333,0,0,0,0,0.0,27.175051449762613,27.0,2.9172336414936364,57.0
rqeaqhfv.name,13,proslikefan,name,0.0,0,0,0,0,0.0,17.021985858956338,15.0,7.15887107761504,58.0
amebhxc.dyndns.org,18,vidrotid,dyndns.org,0.0,1,0,0,0,0.0,18.274935305744034,16.0,5.91774192152984,58.0
gzbvpwevnvmtizb28n50awn40nxkzguhtez.info,40,murofetweekly,info,0.075,2,0,0,0,0.0,35.09493245308393,35.0,1.8825263793464369,55.0
deiikgodhwitiqiwc.net,21,fobber,net,0.0,2,0,0,0,0.0,19.92890763494101,18.0,5.381074745405325,57.0
wherebyformrepeated.ru,22,gozi,ru,0.0,9,3,1,2,0.0,21.036086150335187,20.0,4.681273163702353,58.0
6dsq5b1cdohwdgyg.org,20,chinad,org,0.15,0,0,0,0,0.0,19.620046050084557,18.0,5.171305397768607,58.0
qxmawvefcceidvia.eu,19,emotet,eu,0.0,2,0,0,0,0.0,19.13741671251299,17.0,5.468843542107211,58.0
ohavupeqf.ddns.net,18,symmi,ddns.net,0.0,0,0,0,0,0.0,18.080220877396744,16.0,6.154004695133832,57.0
uru856kx12ulm6ujivope2y.ddns.net,32,corebot,ddns.net,0.125,2,0,0,0,0.0,28.194755180634512,28.0,3.0391076183330075,57.0
ojrrsqdnhtzvury.org,19,murofet,org,0.0,0,0,0,0,0.0,19.191413493082297,17.0,5.874360139728372,58.0
wtckvynfoockxblcjurxrifkolexaydtiouidezm.xyz,44,makloader,xyz,0.0,4,0,0,0,0.0,38.34101513947471,38.0,1.7176309691245202,58.0
xx3ddb836.tw,12,xxhex,tw,0.16666666666666666,0,0,0,0,0.0,17.290461927175667,15.0,7.008640826798733,58.0
ledmicbup.com,13,pushdo,com,0.0,1,0,0,0,0.0,16.087535912953115,14.0,7.186020144610626,58.0
taiqhaj.eu,10,shifu,eu,0.0,1,0,0,0,0.0,16.402530717036495,14.0,7.6255634320345695,58.0
iwecgdgdm.dyndns.org,20,vidro,dyndns.org,0.0,0,0,0,0,0.0,19.419707806100615,18.0,5.573863376741923,58.0
3lyhcr78qtk4otc4kpy.ddns.net,28,corebot,ddns.net,0.14285714285714285,0,0,0,0,0.0,24.974611325060614,25.0,3.7745160411194734,57.0
qwtywueoya.biz,14,pykspa2s,biz,0.0,0,0,0,0,0.0,17.12105466919331,15.0,6.981163912144525,58.0
littlestyleshop.com,19,benign,com,0.0,4,2,1,1,0.0,18.492144996637933,17.0,6.066319538149459,58.0
lutefodc.com,12,vawtrak,com,0.0,2,1,0,0,0.0,15.907675693298286,14.0,7.348179009080334,58.0
btywtscr.org,12,proslikefan,org,0.0,0,0,0,0,0.0,16.70884528394156,15.0,7.259464622190103,58.0
aqvgga.biz,10,proslikefan,biz,0.0,0,0,0,0,0.0,16.790940766550523,15.0,7.559920459125227,59.0
yyadjo.com,10,virut,com,0.0,1,0,0,0,0.0,16.041526580679342,14.0,7.723568095961585,58.0
qdqhijovsl303fk.cn,18,corebot,cn,0.05555555555555555,0,0,0,0,0.0,18.89273998003138,17.0,5.628397006792697,56.0
simexob.su,10,simda,su,0.0,0,1,0,0,0.0,16.521731157161195,15.0,7.55958491071699,58.0
tcciuyantdonaaaa.eu,19,emotet,eu,0.0,5,0,0,0,0.0,19.2540497585427,17.0,5.635750714105631,58.0
mtyxmtiwmtka.info,17,sisron,info,0.0,0,0,0,0,0.0,18.097357214173645,16.0,6.517074802625799,56.0
aansjiqnw.com,13,ramnit,com,0.0,0,0,0,0,0.0,16.19756708845284,14.0,7.379830876918813,58.0
elmevaci.ddns.net,17,symmi,ddns.net,0.0,1,0,0,0,0.0,17.55812294965055,16.0,6.3477155602060975,57.0
edpllmtejxcwlepla.com,21,ramnit,com,0.0,0,0,0,0,0.0,19.550706033376123,18.0,5.321567242898674,58.0
youyoupartnersde.me,19,gozi,me,0.0,4,2,0,0,0.0,19.199095299223668,17.0,5.695158331947045,58.0
eiuabe.com,10,nymaim,com,0.0,0,0,0,0,0.0,15.700103918332415,14.0,7.585462931847544,58.0
ceaiecmmouigaeuy.org,20,ramdo,org,0.0,1,0,0,0,0.0,19.269372618538217,18.0,5.3608572758845385,58.0
inw41tgjohovc8svodw.cc,22,corebot,cc,0.09090909090909093,1,0,0,0,0.0,21.31191800639811,20.0,4.7042691594108135,58.0
vnignhvbqk.info,15,pykspa,info,0.0,1,0,0,0,0.0,17.424231309982268,15.0,6.9171586795816085,55.0
christinachristophers.net,25,suppobox,net,0.0,6,5,0,0,0.0,22.35984269617132,21.0,4.602738985617359,57.0
03d21b25ccb4132debc42e215644c972.org,36,bamital,org,0.19444444444444445,1,0,0,0,0.0,32.60293008945127,33.0,2.082491169950725,56.0
llqwkfpodmxzstpgysoliqtnykkkqmmyocclbvpr.xyz,44,makloader,xyz,0.0,2,1,0,0,0.0,38.76844550400392,39.0,1.7295585750964333,58.0
oyirlsm19nvlrhwmqnreypqfyd20dzkvjw.biz,38,murofetweekly,biz,0.05263157894736842,0,0,0,0,0.0,33.545876887340306,34.0,1.8857235159221504,57.0
ggjmgwcgihhfofit.info,21,sutra,info,0.0,1,0,0,0,0.0,20.296798907838703,19.0,5.4379531819837625,55.0
yn1di8g27diny43rwx58a2k.ws,26,corebot,ws,0.2307692307692308,1,0,0,0,0.0,24.745053691138416,24.0,3.4113127989526277,57.0
azkpsfmdef.org,14,pushdotid,org,0.0,0,0,0,0,0.0,16.879984514130854,15.0,6.708554926495827,58.0
iewbyvnxsbagemeowm.com,22,ramnit,com,0.0,4,0,0,0,0.0,20.0665077327465,19.0,5.158394450872755,58.0
ggtbyrrgcyq.net,15,oderoor,net,0.0,0,0,0,0,0.0,17.240356990036066,15.0,6.889162956635745,57.0
bhlkrwb.info,12,shifu,info,0.0,0,0,0,0,0.0,16.668133749006664,15.0,7.360477013030295,56.0
hlaswmgyfpboxy.tw,17,ranbyus,tw,0.0,3,1,0,0,0.0,18.495201418179594,16.0,6.100371042401432,58.0
andstachadistant.ru,19,gozi,ru,0.0,8,2,0,0,0.0,19.019642602441067,17.0,5.5011670168217695,58.0
nrsxjgtrfstlopsi.eu,19,emotet,eu,0.0,2,0,0,0,0.0,19.30517350286285,17.0,5.88967638237864,58.0
oicninn.yt,10,locky,yt,0.0,1,0,0,0,0.0,16.627442590215374,15.0,7.656286116543095,58.0
embassybank.com,15,benign,com,0.0,3,2,0,0,0.0,16.561179371192207,14.0,6.789716023664424,58.0
o61a67cvg43i25lte31h24a67fwosh44mtg63e41c69.ru,46,murofetweekly,ru,0.2391304347826087,0,0,0,0,0.0,41.112659698025546,41.0,1.5776690214729618,58.0
aqsiuofr.com,12,szribi,com,0.0,0,0,0,0,0.0,15.978156774048946,14.0,7.497466880153282,58.0
cjkglu.com,10,nymaim,com,0.0,0,0,0,0,0.0,16.08841208712839,14.0,7.789579494365087,58.0
casiokickbehaviour.com,22,matsnu,com,0.0,2,1,0,0,0.0,19.912036188031053,19.0,5.163689591692409,58.0
mcqqmogocsyuoamo.org,20,ramdo,org,0.0,2,1,0,0,0.0,19.53138944923284,18.0,5.603065713870202,58.0
gbdclycq5c.net,14,urlzone,net,0.07142857142857142,1,0,0,0,0.0,16.78509281333415,15.0,6.838844438751261,57.0
pnqmqawmrn.in,13,mydoom,in,0.0,0,0,0,0,0.0,16.86969456160727,15.0,7.184355111282934,56.0
wixioayaj.me,12,pitou,me,0.0,0,0,0,0,0.0,16.672799885893596,15.0,7.364639369609399,58.0
0oultxf3ebk407nz.com,20,chinad,com,0.15,0,0,0,0,0.0,19.06459237524706,18.0,5.360736304602484,56.0
ofxameuxeqxuo.ddns.net,22,symmi,ddns.net,0.0,1,0,0,0,0.0,20.371681235609348,19.0,5.267374602026487,57.0
itneay.com,10,virut,com,0.0,1,0,0,0,0.0,15.816410946064348,14.0,7.725610468295412,58.0
o9ifsyyodduod.net,17,urlzone,net,0.05882352941176471,2,0,0,0,0.0,17.91845467326854,16.0,6.3027279528747275,57.0
inohmr0l6jot.com,16,qadars,com,0.125,2,0,0,0,0.0,17.218962039244452,15.0,6.681641105098518,57.0
qumbwuqnwlw.nu,14,necurs,nu,0.0,0,0,0,0,0.0,17.295046559488153,15.0,7.001094027747621,57.0
voebijopz.com,13,vidro,com,0.0,1,0,0,0,0.0,16.221936956211668,14.0,7.350311120835935,58.0
vwn1hfzfzr.net,14,urlzone,net,0.07142857142857142,0,0,0,0,0.0,17.02571469323716,15.0,7.005685004535778,57.0
a2z3rbo0y2x4r.net,17,ebury,net,0.29411764705882354,0,0,0,0,0.0,18.06557043014039,16.0,6.0122389138156285,56.0
tgsdne-jxcgj.net,16,redyms,net,0.0,0,0,0,0,0.0625,17.525765633596187,15.0,6.569317701798285,56.0
lihidecuva.ddns.net,19,symmi,ddns.net,0.0,3,1,0,0,0.0,18.517044644130653,17.0,5.903717433698063,57.0
taskpiecenative.com,19,matsnu,com,0.0,3,1,1,2,0.0,18.12262363225136,17.0,5.858591277368505,58.0
ygdcdhonlxxs.cc,15,oderoor,cc,0.0,0,0,0,0,0.0,17.481793915683518,15.0,6.5391368076815395,58.0
oxadtefeiko.ddns.net,20,symmi,ddns.net,0.0,1,0,0,0,0.0,19.014059539091637,18.0,5.6483366112509055,57.0
tjaswyq.info,12,shifu,info,0.0,0,0,0,0,0.0,16.661348493184178,15.0,7.444947802240268,56.0
ckilbpxvpnaiphql.eu,19,emotet,eu,0.0,1,0,0,0,0.0,19.38323450903682,18.0,5.674897439193875,58.0
mdmlqfc.top,11,vawtrak,top,0.0,0,0,0,0,0.0,16.606842309024593,15.0,7.363581267875865,58.0
iqiisoqygkauwuos.org,20,ramdo,org,0.0,1,0,0,0,0.0,19.607698107056255,18.0,5.720779765691193,58.0
tkpotbk.eu,10,shifu,eu,0.0,1,0,0,0,0.0,16.57163233286468,15.0,7.678948152795848,58.0
zjkuwvnmsjzopgoy.com,20,murofet,com,0.0,1,0,0,0,0.0,19.200073354117,18.0,5.978931820817777,58.0
6pj773w91e5f25fa.cn,19,chinad,cn,0.2631578947368421,0,0,0,0,0.0,19.702243413411573,18.0,4.964114197114938,57.0
jewobuxisyt.eu,14,simda,eu,0.0,1,0,0,0,0.0,17.130529575972453,15.0,6.9202780536643775,58.0
1kodcykacxcszsezuk01mker17.biz,30,gameover,biz,0.1,0,0,0,0,0.0,27.00641848523748,27.0,2.904408589186027,57.0
zaqqmuxvogbob8.com,18,bedep,com,0.05555555555555555,3,0,0,0,0.0,18.109277258186115,16.0,6.152785716171462,58.0
4h2b89af4p2b.org,16,qadars,org,0.3125,0,0,0,0,0.0,17.924608268639073,16.0,5.936697491088577,58.0
cegoysomusggcigc.org,20,ramdo,org,0.0,3,0,0,0,0.0,19.426309676630602,18.0,5.573091763122483,58.0
xx9c1b01f2.tc,13,xxhex,tc,0.3076923076923077,0,0,0,0,0.0,17.43894288566946,16.0,6.687337311929167,57.0
vxrsuof.org,11,pykspa,org,0.0,0,0,0,0,0.0,16.637773295026182,15.0,7.508353399322607,58.0
obwbpxvyywlt.com,16,dircrypt,com,0.0,0,0,0,0,0.0,17.305662530309515,15.0,6.725498387438423,58.0
cbfrfpakgwmucmkjqxrw.jp,23,necurs,jp,0.0,0,0,0,0,0.0,22.209589013183365,21.0,4.467194537038718,58.0
eqawymweaaco.org,16,pykspa,org,0.0,0,0,0,0,0.0,17.45913564398802,15.0,6.337550532713635,58.0
acorecgeawolg.ddns.net,22,symmi,ddns.net,0.0,2,2,0,0,0.0,20.20333353709477,19.0,5.19627778008837,57.0
jrh14hroub18dzdterdxlsj56atoubzk57ou.info,41,murofetweekly,info,0.0975609756097561,2,1,0,0,0.0,35.89822116266276,36.0,1.8262548885613847,54.0
hbilanerraticallyqozaw.com,26,banjori,com,0.0,6,3,1,0,0.0,22.83910997004707,22.0,4.303927499525597,58.0
yconphhgussazyi8e.com,21,bedep,com,0.047619047619047616,1,1,0,0,0.0,19.60826863907737,18.0,5.429810513810222,58.0
czpcfawvmdnghpeeb.net,21,fobber,net,0.0,1,0,0,0,0.0,19.824051999918492,18.0,5.205727065715808,57.0
hjrrjihsoxtrjf.com,18,murofet,com,0.0,0,0,0,0,0.0,18.089695784175888,16.0,6.35830908080646,58.0
c49ascxirgvhsp22e61c39jqmvn40dvove51dq.org,42,murofetweekly,org,0.14285714285714285,0,0,0,0,0.0,36.92371171832019,37.0,1.7046726157058198,57.0
wd480f5114bd9add999e8ba8380fd4773c.pro,38,wd,pro,0.18421052631578946,1,0,0,0,0.0,34.460093322737734,35.0,1.8686877488694889,55.0
mpeusqp.info,12,shifu,info,0.0,0,0,0,0,0.0,16.6354096623673,15.0,7.4586470807058385,56.0
foqofeh.info,12,simda,info,0.0,0,0,0,0,0.0,16.591254559162135,15.0,7.34942937384425,54.0
elxjrvicgywdgyiwh.net,21,fobber,net,0.0,0,0,0,0,0.0,19.93701734009821,18.0,5.4487518967968365,57.0
1r53shxsoobiiefzxg1147e45a.net,30,gameover,net,0.13333333333333333,1,0,0,0,0.0,26.82985920084765,27.0,3.034473743094225,57.0
zcystgfcqv.org,14,proslikefan,org,0.0,0,1,0,0,0.0,17.068239704953438,15.0,6.8681094964353715,58.0
b2uxstkplkw6m5t4et.ru,21,rovnix,ru,0.19047619047619047,0,0,0,0,0.0,20.690527130835214,19.0,4.9157166553007245,58.0
16m89kj1t6pwso17asj8s1rjyr8b.net,32,gameover,net,0.25,0,0,0,0,0.0,28.58774986246103,28.0,2.7031878616255685,57.0
3jmdshcbshc83672m4a.cc,22,corebot,cc,0.13636363636363635,0,0,0,0,0.0,21.50104937139597,20.0,4.338857284164054,58.0
klfgdvvld.click,15,locky,click,0.0,0,0,0,0,0.0,17.97096399535424,16.0,6.6632395715609025,58.0
